opportunity_id,outlet_id,outlet_name,territory_id,rep_id,outlet_type,tier,opportunity_type,score,priority,evidence,recommended_action,status
OPP-000250,488,Cheema Supermarket,3,11,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 84.2% vs previous 30d"", ""Revenue gap of \u20b96,235"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000251,490,Narayan Traders,12,53,Convenience,A,REVENUE_RECOVERY,62,MEDIUM,"[""Revenue declined 23.1% vs previous 30d"", ""Revenue gap of \u20b94,025"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000252,491,Sabharwal Traders,9,73,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b96,530"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000253,491,Sabharwal Traders,9,73,Modern Trade,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 32 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b96,530""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000254,495,Bansal General Store,10,21,General Trade,C,REVENUE_RECOVERY,75,HIGH,"[""Revenue declined 42.1% vs previous 30d"", ""Revenue gap of \u20b92,275"", ""Order frequency declined 66.7%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000255,496,Sha Mart,11,56,Supermarket,A,REVENUE_RECOVERY,88,HIGH,"[""Revenue declined 37.5% vs previous 30d"", ""Revenue gap of \u20b912,733"", ""Order frequency declined 42.9%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000256,498,Murty Mart,5,82,Convenience,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 56.4% vs previous 30d"", ""Revenue gap of \u20b912,663"", ""Order frequency declined"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000257,504,Agarwal Retail,7,44,Convenience,C,REVENUE_RECOVERY,55,MEDIUM,"[""Revenue declined 41.8% vs previous 30d"", ""Revenue gap of \u20b92,465""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000258,510,Pathak Mart,12,64,Supermarket,B,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 32.5% vs previous 30d"", ""Revenue gap of \u20b92,740"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000259,511,Tara General Store,6,80,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 76.7% vs previous 30d"", ""Revenue gap of \u20b936,357"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000260,516,Deep Mart,4,41,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 53.7% vs previous 30d"", ""Revenue gap of \u20b921,842"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000261,517,Mani Mart,8,34,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b99,551"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000262,517,Mani Mart,8,34,Supermarket,B,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 36 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b99,551""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000263,519,Sundaram Supermarket,7,24,Modern Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 56.4% vs previous 30d"", ""Revenue gap of \u20b921,231"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000264,520,Dara Mart,6,72,Modern Trade,C,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 100.0% vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000265,520,Dara Mart,6,72,Modern Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 56 days"", ""Zero revenue in current 30d""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000266,521,Balakrishnan Mart,3,2,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 71.8% vs previous 30d"", ""Revenue gap of \u20b99,595"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000267,522,Khatri Supermarket,4,39,General Trade,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,649"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000268,522,Khatri Supermarket,4,39,General Trade,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 50 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b92,649""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000269,525,Atwal Supermarket,12,78,Modern Trade,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,576"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000270,525,Atwal Supermarket,12,78,Modern Trade,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 58 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b93,576""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000271,527,Chander Retail,12,19,Pharmacy,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,165"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000272,527,Chander Retail,12,19,Pharmacy,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 34 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b92,165""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000273,529,Comar Traders,3,83,Supermarket,B,REVENUE_RECOVERY,35,LOW,"[""Revenue declined 21.8% vs previous 30d"", ""Revenue gap of \u20b91,819""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000274,535,Upadhyay Supermarket,5,71,Modern Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 68.0% vs previous 30d"", ""Revenue gap of \u20b928,368"", ""Order frequency declined 60.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000275,536,Mahajan Supermarket,9,73,Supermarket,B,REVENUE_RECOVERY,85,HIGH,"[""Revenue declined 84.4% vs previous 30d"", ""Revenue gap of \u20b95,051"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000276,538,Subramanian Traders,6,98,Convenience,B,REVENUE_RECOVERY,77,HIGH,"[""Revenue declined 96.6% vs previous 30d"", ""Revenue gap of \u20b94,590"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000277,539,Sodhi Retail,4,39,Convenience,C,REVENUE_RECOVERY,55,MEDIUM,"[""Revenue declined 38.3% vs previous 30d"", ""Revenue gap of \u20b92,003""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000278,543,Rajagopal Traders,12,18,Convenience,A,REVENUE_RECOVERY,83,HIGH,"[""Revenue declined 40.8% vs previous 30d"", ""Revenue gap of \u20b916,644"", ""Order frequency declined"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000279,544,Halder General Store,4,25,Convenience,A,REVENUE_RECOVERY,35,LOW,"[""Revenue gap of \u20b91,703"", ""Order frequency declined 50.0%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000280,546,Deshpande Traders,7,44,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 70.6% vs previous 30d"", ""Revenue gap of \u20b98,263"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000281,547,Boase Traders,3,11,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 94.6% vs previous 30d"", ""Revenue gap of \u20b939,383"", ""Order frequency declined 83.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000282,548,Majumdar Mart,1,49,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 79.7% vs previous 30d"", ""Revenue gap of \u20b924,345"", ""Order frequency declined 85.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000283,550,Oak Mart,3,88,General Trade,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,234"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000284,550,Oak Mart,3,88,General Trade,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 49 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b92,234""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000285,551,Tripathi Mart,10,33,Supermarket,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,170"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000286,551,Tripathi Mart,10,33,Supermarket,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 53 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,170""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000287,553,Agate General Store,5,51,Convenience,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b927,906"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000288,553,Agate General Store,5,51,Convenience,A,INACTIVE_OUTLET,85,HIGH,"[""No order for 52 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b927,906""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-000289,557,Dixit General Store,12,46,Pharmacy,B,REVENUE_RECOVERY,85,HIGH,"[""Revenue declined 41.0% vs previous 30d"", ""Revenue gap of \u20b94,013"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000290,569,Kaur Supermarket,4,25,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b99,585"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000291,570,Roy Traders,1,99,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 98.5% vs previous 30d"", ""Revenue gap of \u20b95,006"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000292,571,Bassi Mart,5,71,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 78.2% vs previous 30d"", ""Revenue gap of \u20b98,812"", ""Order frequency declined 80.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000293,574,Raj Traders,5,47,General Trade,B,REVENUE_RECOVERY,57,MEDIUM,"[""Revenue declined 23.5% vs previous 30d"", ""Revenue gap of \u20b94,372"", ""Order frequency declined 25.0%""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-000294,575,Raju Retail,1,3,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 91.0% vs previous 30d"", ""Revenue gap of \u20b946,854"", ""Order frequency declined 83.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
