opportunity_id,outlet_id,outlet_name,territory_id,rep_id,outlet_type,tier,opportunity_type,score,severity,evidence,recommended_action,status
OPP-000276,522,Khatri Supermarket,4,39,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,649 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000277,522,Khatri Supermarket,4,39,General Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 50 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000278,524,Mukhopadhyay Retail,6,72,Supermarket,C,REVENUE_RECOVERY,40,MEDIUM,"[""Revenue declined 9.1% vs previous 30d"", ""Order frequency declined 66.7%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000279,525,Atwal Supermarket,12,78,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,576 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000280,525,Atwal Supermarket,12,78,Modern Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 58 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000281,527,Chander Retail,12,19,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,165 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000282,527,Chander Retail,12,19,Pharmacy,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 34 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000283,529,Comar Traders,3,83,Supermarket,B,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 21.8% vs previous 30d"", ""Revenue gap of \u20b91,819 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000284,535,Upadhyay Supermarket,5,71,Modern Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 68.0% vs previous 30d"", ""Revenue gap of \u20b928,368 vs previous 30d"", ""Order frequency declined 60.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000285,536,Mahajan Supermarket,9,73,Supermarket,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 84.4% vs previous 30d"", ""Revenue gap of \u20b95,051 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000286,538,Subramanian Traders,6,98,Convenience,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 96.6% vs previous 30d"", ""Revenue gap of \u20b94,590 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000287,539,Sodhi Retail,4,39,Convenience,C,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 38.3% vs previous 30d"", ""Revenue gap of \u20b92,003 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000288,543,Rajagopal Traders,12,18,Convenience,A,REVENUE_RECOVERY,90,HIGH,"[""Revenue declined 40.8% vs previous 30d"", ""Revenue gap of \u20b916,644 vs previous 30d"", ""Order frequency declined"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000289,544,Halder General Store,4,25,Convenience,A,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 6.4% vs previous 30d"", ""Revenue gap of \u20b91,703 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000290,546,Deshpande Traders,7,44,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 70.6% vs previous 30d"", ""Revenue gap of \u20b98,263 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000291,547,Boase Traders,3,11,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 94.6% vs previous 30d"", ""Revenue gap of \u20b939,383 vs previous 30d"", ""Order frequency declined 83.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000292,548,Majumdar Mart,1,49,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 79.7% vs previous 30d"", ""Revenue gap of \u20b924,345 vs previous 30d"", ""Order frequency declined 85.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000293,550,Oak Mart,3,88,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,234 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000294,550,Oak Mart,3,88,General Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 49 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000295,551,Tripathi Mart,10,33,Supermarket,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,170 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000296,551,Tripathi Mart,10,33,Supermarket,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 53 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000297,553,Agate General Store,5,51,Convenience,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b927,906 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000298,553,Agate General Store,5,51,Convenience,A,INACTIVE_OUTLET,80,HIGH,"[""No order for 52 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b927,906""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000299,557,Dixit General Store,12,46,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 41.0% vs previous 30d"", ""Revenue gap of \u20b94,013 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000300,558,Sekhon Mart,5,90,Convenience,A,REVENUE_RECOVERY,45,MEDIUM,"[""Revenue declined 10.2% vs previous 30d"", ""Revenue gap of \u20b92,398 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000301,569,Kaur Supermarket,4,25,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b99,585 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000302,570,Roy Traders,1,99,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 98.5% vs previous 30d"", ""Revenue gap of \u20b95,006 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000303,571,Bassi Mart,5,71,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 78.2% vs previous 30d"", ""Revenue gap of \u20b98,812 vs previous 30d"", ""Order frequency declined 80.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000304,574,Raj Traders,5,47,General Trade,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 23.5% vs previous 30d"", ""Revenue gap of \u20b94,372 vs previous 30d"", ""Order frequency declined 25.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000305,575,Raju Retail,1,3,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 91.0% vs previous 30d"", ""Revenue gap of \u20b946,854 vs previous 30d"", ""Order frequency declined 83.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000306,576,Doshi Supermarket,1,3,Convenience,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 64.3% vs previous 30d"", ""Revenue gap of \u20b92,343 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000307,577,Tandon Mart,6,5,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,699 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000308,577,Tandon Mart,6,5,Supermarket,B,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 53 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000309,578,Bansal Traders,10,33,Convenience,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 42.1% vs previous 30d"", ""Revenue gap of \u20b921,958 vs previous 30d"", ""Order frequency declined 28.6%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000310,580,Thakkar Retail,1,49,Supermarket,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 62.1% vs previous 30d"", ""Revenue gap of \u20b94,187 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000311,584,Chaudhry Traders,6,29,Modern Trade,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 32.4% vs previous 30d"", ""Revenue gap of \u20b91,554 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000312,588,Dhawan Traders,4,12,Supermarket,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 84.7% vs previous 30d"", ""Revenue gap of \u20b93,810 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000313,589,Rout Mart,7,84,Supermarket,C,REVENUE_RECOVERY,75,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000314,589,Rout Mart,7,84,Supermarket,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 32 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-000315,595,Rao Traders,5,90,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 68.5% vs previous 30d"", ""Revenue gap of \u20b99,238 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000316,596,Buch General Store,9,85,Supermarket,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 76.6% vs previous 30d"", ""Revenue gap of \u20b95,791 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000317,597,Narasimhan General Store,1,49,Supermarket,C,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 62.7% vs previous 30d"", ""Revenue gap of \u20b91,111 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-000318,598,Walla Traders,7,24,Convenience,B,REVENUE_RECOVERY,75,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
