global_rank,type_rank,opportunity_id,outlet_id,opportunity_type,priority_score,priority_band,action_urgency,score,priority,evidence,recommended_action,revenue_30d,revenue_previous_30d,revenue_per_visit_30d,target_achievement_pct,revenue_index_vs_peer,visits_30d,productive_visits_30d,ev_target_category,ev_territory_category_rank,ev_territory_category_orders_90d,ev_current_category_count_90d,ev_revenue_previous_30d,ev_revenue_30d,ev_revenue_growth_30d,ev_revenue_gap_vs_previous_30d,ev_orders_previous_30d,ev_orders_30d,ev_revenue_index_vs_peer,ev_days_since_last_order,ev_stockout_events_90d,ev_stockout_rate_90d,ev_avg_closing_stock_90d
307,130,OPP-001943,2844,Cross-Sell,72.49,P2,Planned,87.0,HIGH,"{""target_category"": ""Beverages"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 1822, ""current_category_count_90d"": 3}","Introduce Beverages during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",1256.23,0.0,628.115,6.727953384247903,0.9318176760746208,2.0,2.0,Beverages,2.0,1822.0,3.0,,,,,,,,,,,
308,55,OPP-000639,1001,Inactive Outlet,72.47,P2,Planned,77.72,MEDIUM,"{""revenue_previous_30d"": 8429.88, ""revenue_30d"": 0.0, ""orders_previous_30d"": 2, ""orders_30d"": 0, ""days_since_last_order"": 52}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,8429.880000000001,0.0,0.0,0.0,1.0,1.0,,,,,8429.88,0.0,,,2.0,0.0,,52.0,,,
309,56,OPP-000158,255,Inactive Outlet,72.33,P2,Planned,74.0,MEDIUM,"{""revenue_previous_30d"": 10320.24, ""revenue_30d"": 0.0, ""orders_previous_30d"": 2, ""orders_30d"": 0, ""days_since_last_order"": 47}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,10320.24,0.0,0.0,0.0,3.0,2.0,,,,,10320.24,0.0,,,2.0,0.0,,47.0,,,
310,119,OPP-001647,2433,Revenue Recovery,72.1,P2,Planned,66.58,MEDIUM,"{""revenue_previous_30d"": 27209.37, ""revenue_30d"": 8584.98, ""revenue_growth_30d"": -0.6845, ""revenue_gap_vs_previous_30d"": 18624.39, ""orders_previous_30d"": 6, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.422}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",8584.98,27209.37,4292.49,14.838391649414223,0.4219363162195204,2.0,1.0,,,,,27209.37,8584.98,-0.6845,18624.39,6.0,2.0,0.422,,,,
311,120,OPP-001079,1649,Revenue Recovery,71.92,P2,Planned,81.56,HIGH,"{""revenue_previous_30d"": 9833.31, ""revenue_30d"": 1388.47, ""revenue_growth_30d"": -0.8588, ""revenue_gap_vs_previous_30d"": 8444.84, ""orders_previous_30d"": 3, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.237}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",1388.47,9833.31,231.41166666666663,4.128207011235447,0.2372244566015943,6.0,4.0,,,,,9833.31,1388.47,-0.8588,8444.84,3.0,1.0,0.237,,,,
312,121,OPP-001124,1715,Revenue Recovery,71.9,P2,Planned,73.87,MEDIUM,"{""revenue_previous_30d"": 20667.79, ""revenue_30d"": 2892.36, ""revenue_growth_30d"": -0.8601, ""revenue_gap_vs_previous_30d"": 17775.43, ""orders_previous_30d"": 4, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.589}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",2892.3615,20667.79,0.0,7.050249908896904,0.5886482625140809,0.0,0.0,,,,,20667.79,2892.36,-0.8601,17775.43,4.0,2.0,0.589,,,,
313,57,OPP-001211,1829,Inactive Outlet,71.89,P2,Planned,70.0,MEDIUM,"{""revenue_previous_30d"": 13332.52, ""revenue_30d"": 0.0, ""orders_previous_30d"": 4, ""orders_30d"": 0, ""days_since_last_order"": 34}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,13332.52,0.0,0.0,0.0,2.0,2.0,,,,,13332.52,0.0,,,4.0,0.0,,34.0,,,
314,122,OPP-000333,535,Revenue Recovery,71.77,P2,Planned,62.5,MEDIUM,"{""revenue_previous_30d"": 41719.61, ""revenue_30d"": 13351.29, ""revenue_growth_30d"": -0.68, ""revenue_gap_vs_previous_30d"": 28368.32, ""orders_previous_30d"": 5, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.606}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",13351.29,41719.61,4450.43,19.0268323670014,0.6063608602134911,3.0,2.0,,,,,41719.61,13351.29,-0.68,28368.32,5.0,2.0,0.606,,,,
315,123,OPP-001685,2493,Revenue Recovery,71.76,P2,Planned,64.91,MEDIUM,"{""revenue_previous_30d"": 26292.83, ""revenue_30d"": 5901.49, ""revenue_growth_30d"": -0.7755, ""revenue_gap_vs_previous_30d"": 20391.34, ""orders_previous_30d"": 3, ""orders_30d"": 3, ""revenue_index_vs_peer"": 0.292}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",5901.4935000000005,26292.83,983.58225,8.365067897239461,0.2917425376067248,6.0,3.0,,,,,26292.83,5901.49,-0.7755,20391.34,3.0,3.0,0.292,,,,
316,58,OPP-000660,1031,Inactive Outlet,71.75,P2,Planned,88.08,HIGH,"{""revenue_previous_30d"": 8520.97, ""revenue_30d"": 0.0, ""orders_previous_30d"": 1, ""orders_30d"": 0, ""days_since_last_order"": 57}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,8520.97,0.0,0.0,0.0,6.0,4.0,,,,,8520.97,0.0,,,1.0,0.0,,57.0,,,
317,59,OPP-000445,702,Inactive Outlet,71.68,P2,Planned,74.64,MEDIUM,"{""revenue_previous_30d"": 8660.99, ""revenue_30d"": 0.0, ""orders_previous_30d"": 2, ""orders_30d"": 0, ""days_since_last_order"": 50}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,8660.99,0.0,0.0,0.0,1.0,1.0,,,,,8660.99,0.0,,,2.0,0.0,,50.0,,,
318,60,OPP-001625,2403,Inactive Outlet,71.68,P2,Planned,70.0,MEDIUM,"{""revenue_previous_30d"": 12828.82, ""revenue_30d"": 0.0, ""orders_previous_30d"": 2, ""orders_30d"": 0, ""days_since_last_order"": 42}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,12828.82,0.0,0.0,0.0,1.0,0.0,,,,,12828.82,0.0,,,2.0,0.0,,42.0,,,
319,124,OPP-001001,1543,Revenue Recovery,71.59,P2,Planned,78.91,MEDIUM,"{""revenue_previous_30d"": 10815.68, ""revenue_30d"": 1215.27, ""revenue_growth_30d"": -0.8876, ""revenue_gap_vs_previous_30d"": 9600.41, ""orders_previous_30d"": 3, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.215}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",1215.27,10815.68,0.0,2.932195910169757,0.2148528452395474,0.0,0.0,,,,,10815.68,1215.27,-0.8876,9600.41,3.0,2.0,0.215,,,,
320,125,OPP-001815,2649,Revenue Recovery,71.59,P2,Planned,66.03,MEDIUM,"{""revenue_previous_30d"": 23073.18, ""revenue_30d"": 5081.97, ""revenue_growth_30d"": -0.7797, ""revenue_gap_vs_previous_30d"": 17991.21, ""orders_previous_30d"": 3, ""orders_30d"": 4, ""revenue_index_vs_peer"": 0.237}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",5081.969999999999,23073.18,1270.4924999999998,8.692293061655096,0.2366273007216895,4.0,4.0,,,,,23073.18,5081.97,-0.7797,17991.21,3.0,4.0,0.237,,,,
321,61,OPP-001520,2261,Inactive Outlet,71.45,P2,Planned,70.0,MEDIUM,"{""revenue_previous_30d"": 16509.48, ""revenue_30d"": 0.0, ""orders_previous_30d"": 4, ""orders_30d"": 0, ""days_since_last_order"": 30}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,16509.48,0.0,18.516837441512084,0.0,3.0,1.0,,,,,16509.48,0.0,,,4.0,0.0,,30.0,,,
322,62,OPP-001350,2036,Inactive Outlet,71.24,P2,Planned,70.0,MEDIUM,"{""revenue_previous_30d"": 7748.6, ""revenue_30d"": 0.0, ""orders_previous_30d"": 4, ""orders_30d"": 0, ""days_since_last_order"": 45}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,7748.6,0.0,0.0,0.0,0.0,0.0,,,,,7748.6,0.0,,,4.0,0.0,,45.0,,,
323,126,OPP-001606,2383,Revenue Recovery,71.23,P2,Planned,67.21,MEDIUM,"{""revenue_previous_30d"": 19790.67, ""revenue_30d"": 4157.62, ""revenue_growth_30d"": -0.7899, ""revenue_gap_vs_previous_30d"": 15633.05, ""orders_previous_30d"": 3, ""orders_30d"": 4, ""revenue_index_vs_peer"": 0.206}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",4157.6175,19790.67,2078.80875,5.886783676902231,0.2055333755511426,2.0,0.0,,,,,19790.67,4157.62,-0.7899,15633.05,3.0,4.0,0.206,,,,
324,63,OPP-000031,51,Inactive Outlet,71.18,P2,Planned,70.0,MEDIUM,"{""revenue_previous_30d"": 13458.65, ""revenue_30d"": 0.0, ""orders_previous_30d"": 4, ""orders_30d"": 0, ""days_since_last_order"": 33}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,13458.65,0.0,0.0,0.0,0.0,0.0,,,,,13458.65,0.0,,,4.0,0.0,,33.0,,,
325,127,OPP-000181,295,Revenue Recovery,70.92,P2,Planned,85.0,HIGH,"{""revenue_previous_30d"": 7471.08, ""revenue_30d"": 634.67, ""revenue_growth_30d"": -0.915, ""revenue_gap_vs_previous_30d"": 6836.41, ""orders_previous_30d"": 2, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.104}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",634.67,7471.08,317.335,1.6807962271266372,0.1035440258293131,2.0,1.0,,,,,7471.08,634.67,-0.915,6836.41,2.0,1.0,0.104,,,,
326,128,OPP-001251,1879,Revenue Recovery,70.91,P2,Planned,82.43,HIGH,"{""revenue_previous_30d"": 9056.62, ""revenue_30d"": 1142.76, ""revenue_growth_30d"": -0.8738, ""revenue_gap_vs_previous_30d"": 7913.86, ""orders_previous_30d"": 3, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.249}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",1142.76,9056.62,1142.76,3.0099665831442817,0.2491315082379999,1.0,0.0,,,,,9056.62,1142.76,-0.8738,7913.86,3.0,1.0,0.249,,,,
327,131,OPP-000465,739,Cross-Sell,70.85,P2,Planned,100.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 756, ""current_category_count_90d"": 0}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,Snacks,1.0,756.0,0.0,,,,,,,,,,,
328,132,OPP-000916,1415,Cross-Sell,70.85,P2,Planned,100.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 756, ""current_category_count_90d"": 0}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,Snacks,1.0,756.0,0.0,,,,,,,,,,,
329,133,OPP-001813,2646,Cross-Sell,70.85,P2,Planned,100.0,HIGH,"{""target_category"": ""Snacks"", ""territory_category_rank"": 1, ""territory_category_orders_90d"": 756, ""current_category_count_90d"": 0}","Introduce Snacks during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,Snacks,1.0,756.0,0.0,,,,,,,,,,,
330,129,OPP-001160,1759,Revenue Recovery,70.82,P2,Planned,64.46,MEDIUM,"{""revenue_previous_30d"": 27294.67, ""revenue_30d"": 8003.21, ""revenue_growth_30d"": -0.7068, ""revenue_gap_vs_previous_30d"": 19291.46, ""orders_previous_30d"": 5, ""orders_30d"": 3, ""revenue_index_vs_peer"": 0.401}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",8003.2095,27294.67,2000.802375,13.156411383951506,0.4007115535640388,4.0,3.0,,,,,27294.67,8003.21,-0.7068,19291.46,5.0,3.0,0.401,,,,
331,134,OPP-000169,267,Cross-Sell,70.8,P2,Planned,87.0,HIGH,"{""target_category"": ""Beverages"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 1790, ""current_category_count_90d"": 3}","Introduce Beverages during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",4080.86,0.0,4080.86,20.963684474680125,3.3536812866217964,1.0,0.0,Beverages,2.0,1790.0,3.0,,,,,,,,,,,
332,135,OPP-000353,567,Cross-Sell,70.8,P2,Planned,87.0,HIGH,"{""target_category"": ""Beverages"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 1790, ""current_category_count_90d"": 3}","Introduce Beverages during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",4668.01,370.54,2334.005,22.515118570688543,3.836205550487743,2.0,1.0,Beverages,2.0,1790.0,3.0,,,,,,,,,,,
333,136,OPP-000937,1450,Cross-Sell,70.8,P2,Planned,87.0,HIGH,"{""target_category"": ""Beverages"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 1790, ""current_category_count_90d"": 3}","Introduce Beverages during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverages,2.0,1790.0,3.0,,,,,,,,,,,
334,137,OPP-001506,2239,Cross-Sell,70.8,P2,Planned,87.0,HIGH,"{""target_category"": ""Beverages"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 1790, ""current_category_count_90d"": 3}","Introduce Beverages during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",257.51,0.0,257.51,1.3932940520828263,0.2116236450449118,1.0,0.0,Beverages,2.0,1790.0,3.0,,,,,,,,,,,
335,138,OPP-001691,2509,Cross-Sell,70.8,P2,Planned,87.0,HIGH,"{""target_category"": ""Beverages"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 1790, ""current_category_count_90d"": 3}","Introduce Beverages during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",979.38,5377.55,326.46,5.901098841507613,0.8048618130716699,3.0,3.0,Beverages,2.0,1790.0,3.0,,,,,,,,,,,
336,64,OPP-000571,893,Inactive Outlet,70.64,P2,Planned,70.0,MEDIUM,"{""revenue_previous_30d"": 11009.18, ""revenue_30d"": 0.0, ""orders_previous_30d"": 3, ""orders_30d"": 0, ""days_since_last_order"": 39}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,11009.18,0.0,0.0,0.0,3.0,0.0,,,,,11009.18,0.0,,,3.0,0.0,,39.0,,,
337,130,OPP-001027,1572,Revenue Recovery,70.55,P2,Planned,64.77,MEDIUM,"{""revenue_previous_30d"": 23018.02, ""revenue_30d"": 5408.87, ""revenue_growth_30d"": -0.765, ""revenue_gap_vs_previous_30d"": 17609.15, ""orders_previous_30d"": 3, ""orders_30d"": 3, ""revenue_index_vs_peer"": 0.252}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",5408.87,23018.02,2704.435,7.722352414431737,0.251848457990607,2.0,0.0,,,,,23018.02,5408.87,-0.765,17609.15,3.0,3.0,0.252,,,,
338,65,OPP-000146,243,Inactive Outlet,70.5,P2,Planned,70.0,MEDIUM,"{""revenue_previous_30d"": 9305.94, ""revenue_30d"": 0.0, ""orders_previous_30d"": 3, ""orders_30d"": 0, ""days_since_last_order"": 42}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,9305.94,0.0,0.0,0.0,4.0,0.0,,,,,9305.94,0.0,,,3.0,0.0,,42.0,,,
339,131,OPP-001450,2169,Revenue Recovery,70.49,P2,Planned,88.46,HIGH,"{""revenue_previous_30d"": 6563.41, ""revenue_30d"": 339.57, ""revenue_growth_30d"": -0.9483, ""revenue_gap_vs_previous_30d"": 6223.84, ""orders_previous_30d"": 3, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.195}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",339.57,6563.41,339.57,1.618210575625861,0.1947232002569013,1.0,0.0,,,,,6563.41,339.57,-0.9483,6223.84,3.0,1.0,0.195,,,,
340,132,OPP-001824,2669,Revenue Recovery,70.28,P2,Planned,71.86,MEDIUM,"{""revenue_previous_30d"": 13131.34, ""revenue_30d"": 3423.02, ""revenue_growth_30d"": -0.7393, ""revenue_gap_vs_previous_30d"": 9708.32, ""orders_previous_30d"": 4, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.159}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",3423.02,13131.34,3423.02,4.795408314794372,0.1593830705250833,1.0,1.0,,,,,13131.34,3423.02,-0.7393,9708.32,4.0,2.0,0.159,,,,
341,133,OPP-001221,1844,Revenue Recovery,70.26,P2,Planned,79.57,MEDIUM,"{""revenue_previous_30d"": 10167.0, ""revenue_30d"": 1747.76, ""revenue_growth_30d"": -0.8281, ""revenue_gap_vs_previous_30d"": 8419.24, ""orders_previous_30d"": 4, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.31}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",1747.76,10167.0,1747.76,5.3005310357167765,0.3100850012153169,1.0,0.0,,,,,10167.0,1747.76,-0.8281,8419.24,4.0,1.0,0.31,,,,
342,134,OPP-000718,1113,Revenue Recovery,70.14,P2,Planned,86.78,HIGH,"{""revenue_previous_30d"": 6412.02, ""revenue_30d"": 424.88, ""revenue_growth_30d"": -0.9337, ""revenue_gap_vs_previous_30d"": 5987.14, ""orders_previous_30d"": 2, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.072}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",424.88,6412.02,0.0,1.2995879295662984,0.0721903645368742,0.0,0.0,,,,,6412.02,424.88,-0.9337,5987.14,2.0,1.0,0.072,,,,
343,135,OPP-000778,1203,Revenue Recovery,70.04,P2,Planned,77.91,MEDIUM,"{""revenue_previous_30d"": 11481.6, ""revenue_30d"": 1824.52, ""revenue_growth_30d"": -0.8411, ""revenue_gap_vs_previous_30d"": 9657.08, ""orders_previous_30d"": 3, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.398}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",1824.52,11481.6,608.1733333333333,5.607175630980897,0.3977610516734884,3.0,3.0,,,,,11481.6,1824.52,-0.8411,9657.08,3.0,1.0,0.398,,,,
344,136,OPP-001112,1701,Revenue Recovery,70.02,P2,Planned,66.35,MEDIUM,"{""revenue_previous_30d"": 19415.16, ""revenue_30d"": 6090.27, ""revenue_growth_30d"": -0.6863, ""revenue_gap_vs_previous_30d"": 13324.89, ""orders_previous_30d"": 4, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.279}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",6090.27,19415.16,2030.09,25.477964149614696,0.2794377356360917,3.0,3.0,,,,,19415.16,6090.27,-0.6863,13324.89,4.0,2.0,0.279,,,,
345,137,OPP-001119,1709,Revenue Recovery,70.0,P2,Planned,65.24,MEDIUM,"{""revenue_previous_30d"": 22160.18, ""revenue_30d"": 6988.28, ""revenue_growth_30d"": -0.6846, ""revenue_gap_vs_previous_30d"": 15171.9, ""orders_previous_30d"": 4, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.345}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",6988.284000000001,22160.18,1164.7140000000002,11.445746369751046,0.3454684323004801,6.0,5.0,,,,,22160.18,6988.28,-0.6846,15171.9,4.0,2.0,0.345,,,,
346,66,OPP-000276,441,Inactive Outlet,69.95,P2,Planned,74.08,MEDIUM,"{""revenue_previous_30d"": 7521.19, ""revenue_30d"": 0.0, ""orders_previous_30d"": 2, ""orders_30d"": 0, ""days_since_last_order"": 52}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,7521.19,0.0,0.0,0.0,4.0,1.0,,,,,7521.19,0.0,,,2.0,0.0,,52.0,,,
347,138,OPP-000848,1310,Revenue Recovery,69.94,P2,Planned,62.47,MEDIUM,"{""revenue_previous_30d"": 31091.04, ""revenue_30d"": 7890.54, ""revenue_growth_30d"": -0.7462, ""revenue_gap_vs_previous_30d"": 23200.5, ""orders_previous_30d"": 5, ""orders_30d"": 4, ""revenue_index_vs_peer"": 0.518}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",7890.538500000001,31091.04,1315.08975,11.294194106894183,0.5178782813127615,6.0,5.0,,,,,31091.04,7890.54,-0.7462,23200.5,5.0,4.0,0.518,,,,
